Distance,Basis,Volume,Weekly_NY_Upstate_Gasoline_Price,VIX,Total_Grain_P,Total_Silage_P,Total_Oat_P,Total_Soybean_P,rainfall,Contract_Duration,Engaging_Period,Wyne_Basis,Board_Month,future_Price,Lag_Monthly_NY_Gasoline_Avg_P,Lag_Monthly_Wyne_Avg_B,Lag_Monthly_Avg_VIX,Lag_Monthly_Avg_Future_Price
41.77042273,0.15,5000,2.324,14.68,31131000,2395000,706000,7402000,4.29,441,529,0.675,Jul,4.16,2.373,0.715,11.18521739,3.789130435
41.77042273,0,5000,2.324,13.9,31131000,2395000,706000,7402000,4.66,310,538,0.32,Mar,4.17,2.292444444,0.317407407,12.8862963,3.81
41.77042273,0,5000,2.324,14.19,31131000,2395000,706000,7402000,2.75,245,544,0.36,Mar,4.17,2.314214286,0.265,14.49,3.917857143
41.77042273,0,5000,2.348,14.2,31131000,2395000,706000,7402000,4.66,303,545,0.32,Mar,4.23,2.292444444,0.317407407,12.8862963,3.81
41.77042273,0.1,10000,2.348,14.2,31131000,2395000,706000,7402000,4.29,425,545,0.675,Jul,4.3,2.373,0.715,11.18521739,3.789130435
41.77042273,-0.16,5000,2.348,14.08,31131000,2395000,706000,7402000,5.29,357,552,0.55,May,4.44,2.3695,0.4,12.78666667,3.801
41.77042273,0.1,5000,2.348,14.08,31131000,2395000,706000,7402000,4.29,418,552,0.675,Jul,4.5,2.373,0.715,11.18521739,3.789130435
41.77042273,0.03,5000,2.351,10.85,36597000,2626000,444998,7251000,3.02,414,799,0.555,Mar,4.07,2.599190476,0.447380952,13.27928571,3.615238095
41.77042273,0,5000,2.351,11.76,36597000,2626000,444998,7251000,1.28,226,805,0.725,Dec,4.03,2.363947368,0.705,11.41736842,3.766842105
41.77042273,0,5000,2.351,12.92,36597000,2626000,444998,7251000,1.7,457,817,0.5875,May,4.15,2.62783871,0.503064516,18.26225806,3.858709677
41.77042273,0.05,5000,2.365,10.16,36597000,2626000,444998,7251000,1.7,357,917,0.5875,May,4.2,2.62783871,0.503064516,18.26225806,3.858709677
41.77042273,0.04,5000,2.365,10.16,36597000,2626000,444998,7251000,3.2,418,917,0.77,Jul,4.24,2.87969697,0.676287879,13.99121212,3.953636364
41.77042273,0.15,5000,2.588,9.19,36597000,2626000,444998,7251000,6.71,10,1036,0.45,Dec,3.5,2.448296296,0.725,11.21777778,3.782407407
41.77042273,0.05,5000,2.671,24.97,50181000,2637000.01,667000,10086000,1.72,391,1167,0.3825,Mar,4.04,2.542916667,0.38,14.77708333,3.867916667
41.77042273,0.05,5000,2.671,24.97,50181000,2637000.01,667000,10086000,2.6,472,1167,0.5225,May,4.09,2.63083871,0.516129032,14.82129032,3.750645161
41.77042273,0,5000,2.671,19.13,50181000,2637000.01,667000,10086000,2.81,227,1169,0.79,Dec,4,2.868958333,0.846875,13,3.676458333
41.77042273,0,5000,2.623,17.76,50181000,2637000.01,667000,10086000,2.81,207,1189,0.79,Dec,4.05,2.868958333,0.846875,13,3.676458333
41.77042273,0.08,5000,2.623,17.76,50181000,2637000.01,667000,10086000,2.6,450,1189,0.5225,May,4.12,2.63083871,0.516129032,14.82129032,3.750645161
41.77042273,0.08,10000,2.623,17.76,50181000,2637000.01,667000,10086000,2.64,511,1189,0.7775,Jul,4.22,2.828350877,0.681973684,16.21578947,4.114035088
41.77042273,0.2,15000,2.623,17.76,36597000,2626000,444998,7251000,3.2,146,1189,0.77,Jul,3.95,2.87969697,0.676287879,13.99121212,3.953636364
41.77042273,0.2,15000,2.623,16.54,36597000,2626000,444998,7251000,2.81,206,1190,0.79,Sep,4,2.868958333,0.846875,13,3.676458333
41.77042273,0.19,10000,2.623,16.54,36597000,2626000,444998,7251000,3.5,38,1190,0.555,May,3.93,2.549422535,0.551056338,16.01239437,3.843943662
41.77042273,0.1,5000,2.623,16.35,50181000,2637000.01,667000,10086000,2.64,505,1195,0.7775,Jul,4.25,2.828350877,0.681973684,16.21578947,4.114035088
41.77042273,0.1,10000,2.761,21.77,50181000,2637000.01,667000,10086000,2.64,478,1222,0.7775,Jul,4.3,2.828350877,0.681973684,16.21578947,4.114035088
41.77042273,0.2,5000,2.761,15.93,36597000,2626000,444998,7251000,2.81,153,1243,0.79,Sep,4.1,2.868958333,0.846875,13,3.676458333
41.77042273,0.1,5000,2.942,13.22,50181000,2637000.01,667000,10086000,2.64,435,1265,0.7775,Jul,4.4,2.828350877,0.681973684,16.21578947,4.114035088
41.77042273,-0.02,5000,2.863,14.75,39549000,2466000,690000,6277000,3.01,131,1630,0.845,Dec,4.12,2.77536,0.8235,16.7716,4.1408
41.77042273,0.05,5000,2.863,14.75,39549000,2466000,690000,6277000,1.92,375,1630,0.4925,May,4.25,2.477217391,0.518586957,36.78913043,3.71201087
41.77042273,0.05,5000,2.863,14.75,39549000,2466000,690000,6277000,3.24,344,1630,0.5325,May,4.2,2.637481013,0.38528481,23.9978481,3.997120253
41.77042273,0,5000,2.863,14.75,39549000,2466000,690000,6277000,1.64,314,1630,0.3775,Mar,4.2,2.679088235,0.56,16.07617647,3.977867647
41.77042273,0,5000,2.863,14.75,39549000,2466000,690000,6277000,2.81,254,1630,0.51,Mar,4.15,2.665477273,0.473636364,15.52113636,3.914886364
41.77042273,-0.02,5000,2.863,14.75,39549000,2466000,690000,6277000,3.01,131,1630,0.845,Dec,4.07,2.77536,0.8235,16.7716,4.1408
41.77042273,0.1,10000,2.863,15.85,39549000,2466000,690000,6277000,5.54,434,1632,0.7625,Jul,4.3,2.242619048,0.7125,28.78936508,3.401666667
41.77042273,0.1,10000,2.863,17.5,39549000,2466000,690000,6277000,3.94,33,1636,0.6825,Jul,4.4,2.770921875,0.522460938,15.784375,3.773125
41.77042273,0.1,5000,2.863,17.5,39549000,2466000,690000,6277000,5.54,430,1636,0.7625,Jul,4.45,2.242619048,0.7125,28.78936508,3.401666667
41.77042273,0.1,5000,2.863,17.5,39549000,2466000,690000,6277000,5.54,430,1636,0.7625,Jul,4.5,2.242619048,0.7125,28.78936508,3.401666667
41.77042273,0.24,20000,2.784,15.08,39549000,2466000,690000,6277000,5.54,399,1667,0.7625,Jul,4.18,2.242619048,0.7125,28.78936508,3.401666667
41.77042273,0.32,5505.715,2.25,25.59,43085000,2597387.5,362112,9827000,2.29,15,2112,0.8925,Dec,3.68,2.232491803,0.7625,24.40836066,3.274631148
81.33249293,0.27,8750,2.207,15.57,40638000,2367000,712000,7626000,1.52,23,0,0.3125,Mar,3.65,2.2172,0.3345,15.574,3.738
81.33249293,0.6,4016.786,2.219,12.19,40638000,2367000,712000,7626000,3.91,14,238,0.92,Sep,3.28,2.42326087,0.787826087,15.36434783,4.102934783
81.33249293,0.4,2527.143,2.225,12.02,31131000,2395000,706000,7402000,2.3,24,258,0.64,Dec,3.28,2.195857143,0.92,13.06142857,3.484285714
81.33249293,0.3,2713.929,2.225,12.02,31131000,2395000,706000,7402000,2.3,8,274,0.64,Dec,3.35,2.195857143,0.92,13.06142857,3.484285714
81.33249293,0.3,6576.072,2.225,12.02,31131000,2395000,706000,7402000,2.6,69,274,0.25,Dec,3.35,2.273461538,0.423076923,13.87230769,3.483846154
81.33249293,0.24,2767.5,2.431,11.99,31131000,2395000,706000,7402000,4.66,59,405,0.32,Mar,3.6,2.292444444,0.317407407,12.8862963,3.81
81.33249293,0.24,1302.857,2.351,11.81,31131000,2395000,706000,7402000,4.66,58,406,0.32,Mar,3.72,2.292444444,0.317407407,12.8862963,3.81
81.33249293,0.25,2418.572,2.351,11.81,31131000,2395000,706000,7402000,5.29,119,406,0.55,May,3.71,2.3695,0.4,12.78666667,3.801
81.33249293,0.22,1296.429,2.308,10.96,31131000,2395000,706000,7402000,4.95,58,436,0.4,May,3.78,2.2881875,0.3171875,12.97546875,3.845
81.33249293,0.25,4234.999,2.308,12.37,31131000,2395000,706000,7402000,1.28,183,464,0.725,Sep,3.75,2.363947368,0.705,11.41736842,3.766842105
81.33249293,-0.15,3733.393,2.308,12.37,36597000,2626000,444998,7251000,2.24,275,464,0.49,Dec,3.9,2.55682,0.347,12.0138,3.731
81.33249293,0.2,1278.929,2.308,12.37,31131000,2395000,706000,7402000,3.54,91,464,0.715,Jul,3.72,2.363433962,0.55,12.33886792,3.836792453
81.33249293,0.19,1366.786,2.421,14.05,31131000,2395000,706000,7402000,4.95,20,474,0.4,May,3.66,2.2881875,0.3171875,12.97546875,3.845
81.33249293,0.2,1269.286,2.365,9.75,31131000,2395000,706000,7402000,3.54,28,527,0.715,Jul,3.73,2.363433962,0.55,12.33886792,3.836792453
81.33249293,0.23,1299.643,2.365,11.18,31131000,2395000,706000,7402000,4.29,31,555,0.675,Jul,3.66,2.373,0.715,11.18521739,3.789130435
81.33249293,-0.27,1302.143,2.718,10.5,36597000,2626000,444998,7251000,1.28,17,630,0.725,Dec,3.52,2.363947368,0.705,11.41736842,3.766842105
81.33249293,0.15,1471.786,2.718,9.59,36597000,2626000,444998,7251000,6.71,23,639,0.45,Dec,3.55,2.448296296,0.725,11.21777778,3.782407407
81.33249293,0.15,1389.643,2.588,9.45,36597000,2626000,444998,7251000,6.71,13,649,0.45,Dec,3.52,2.448296296,0.725,11.21777778,3.782407407
81.33249293,0.21,5201.429,2.618,9.77,36597000,2626000,444998,7251000,3.02,88,741,0.555,Mar,3.54,2.599190476,0.447380952,13.27928571,3.615238095
81.33249293,0.2,2711.786,2.618,11.91,36597000,2626000,444998,7251000,3.5,103,756,0.485,May,3.6,2.549422535,0.551056338,16.01239437,3.843943662
81.33249293,0.16,1369.286,2.671,18.59,36597000,2626000,444998,7251000,3.5,47,797,0.555,May,3.78,2.549422535,0.551056338,16.01239437,3.843943662
81.33249293,0.15,1352.143,2.942,15.97,36597000,2626000,444998,7251000,1.7,29,861,0.5875,May,4.05,2.62783871,0.503064516,18.26225806,3.858709677
81.33249293,0.19,1306.429,2.942,13.42,36597000,2626000,444998,7251000,3.2,74,877,0.77,Jul,4.03,2.87969697,0.676287879,13.99121212,3.953636364
81.33249293,0.07,2716.786,2.922,13.91,50181000,2637000.01,667000,10086000,2.81,25,987,0.79,Dec,3.66,2.868958333,0.846875,13,3.676458333
81.33249293,-0.1,2625.125,2.922,13.91,50181000,2637000.01,667000,10086000,4.54,86,987,0.31,Dec,3.67,2.876,0.26,18.05538462,3.726153846
81.33249293,0.15,2897.5,2.834,18.49,50181000,2637000.01,667000,10086000,2.64,245,1071,0.7775,Jul,3.87,2.828350877,0.681973684,16.21578947,4.114035088
81.33249293,0.1,9490.357,2.561,16.48,50181000,2637000.01,667000,10086000,2.6,70,1185,0.5225,May,3.8,2.63083871,0.516129032,14.82129032,3.750645161
81.33249293,-0.39,5552.499,2.863,15.44,50181000,2637000.01,667000,10086000,2.6,25,1230,0.5225,Jul,3.64,2.63083871,0.516129032,14.82129032,3.750645161
81.33249293,0.15,1276.429,2.863,16.44,50181000,2637000.01,667000,10086000,3.94,46,1239,0.6825,Sep,3.69,2.770921875,0.522460938,15.784375,3.773125
81.33249293,-0.39,11000,2.863,14.95,50181000,2637000.01,667000,10086000,3.94,25,1245,0.6525,Jul,3.89,2.770921875,0.522460938,15.784375,3.773125
81.33249293,-0.35,3200,2.784,18.86,50181000,2637000.01,667000,10086000,3.94,27,1258,0.6825,Jul,4.23,2.770921875,0.522460938,15.784375,3.773125
81.33249293,-0.135,2600,2.653,13.2,39549000,2466000,690000,6277000,1.83,32,1406,0.34,Dec,3.835,2.664545455,0.32,15.89018182,3.859318182
81.33249293,0.31,6754.642,2.437,31.99,39549000,2466000,690000,6277000,3.24,57,1533,0.5325,May,3.81,2.637481013,0.38528481,23.9978481,3.997120253
81.33249293,0.15,1402.857,2.176,45.41,39549000,2466000,690000,6277000,5.54,101,1581,0.7625,Sep,3.2,2.242619048,0.7125,28.78936508,3.401666667
81.33249293,0.15,1443.214,2.176,45.41,39549000,2466000,690000,6277000,2.29,162,1581,0.8925,Sep,3.23,2.232491803,0.7625,24.40836066,3.274631148
81.33249293,0.2,674.286,2.181,24.52,39549000,2466000,690000,6277000,1.48,25,1626,0.7125,Jul,3.3,2.461473684,0.4925,25.18807018,3.716885965
81.33249293,-0.37,1450.089,2.224,25.75,43085000,2597387.5,362112,9827000,2.28,21,1783,0.39,Dec,4.07,2.235071429,0.349821429,27.89767857,3.916785714
81.33249293,-0.28,1524.732,2.224,23.1,43085000,2597387.5,362112,9827000,2.28,17,1787,0.39,Dec,4.07,2.235071429,0.349821429,27.89767857,3.916785714
81.33249293,0.05,1300,2.224,23.7,43085000,2597387.5,362112,9827000,2.28,10,1794,0.39,Dec,4.24,2.235071429,0.349821429,27.89767857,3.916785714
48.05372629,0.22,1340.714,2.623,19.02,36597000,2626000,444998,7251000,3.5,42,0,0.485,May,3.78,2.549422535,0.551056338,16.01239437,3.843943662
76.63368543,0,2949.643,2.618,11.27,50181000,2637000.01,667000,10086000,2.56,377,0,0.3525,Mar,3.94,2.687653846,0.355961538,18.10230769,3.835769231
76.63368543,0.3,2610.715,2.618,14.79,36597000,2626000,444998,7251000,2.15,29,11,0.44,Mar,3.61,2.664666667,0.540769231,12,3.718461538
76.63368543,0.3,1202.143,2.618,14.79,36597000,2626000,444998,7251000,2.15,29,11,0.44,Mar,3.61,2.664666667,0.540769231,12,3.718461538
76.63368543,0.18,647.5,2.623,18.36,36597000,2626000,444998,7251000,3.02,25,46,0.555,May,3.87,2.599190476,0.447380952,13.27928571,3.615238095
76.63368543,0.17,2855,2.416,15.65,50181000,2637000.01,667000,10086000,1.72,46,390,0.4,Mar,3.78,2.542916667,0.38,14.77708333,3.867916667
76.63368543,-0.05,2769.643,2.757,12.18,39549000,2466000,690000,6277000,2.81,290,452,0.51,Mar,4,2.665477273,0.473636364,15.52113636,3.914886364
76.63368543,0.05,2388.214,2.757,12.18,39549000,2466000,690000,6277000,2.51,319,452,0.56,Mar,4,2.713203704,0.51,14.81481481,3.997268519
76.63368543,0.15,1278.571,2.176,46.8,39549000,2466000,690000,6277000,1.92,58,805,0.4925,May,3.29,2.477217391,0.518586957,36.78913043,3.71201087
38.86675605,0.4,9994.642,2.181,27.57,39549000,2466000,690000,6277000,5.54,52,0,0.7625,Jul,3.31,2.242619048,0.7125,28.78936508,3.401666667
38.86675605,0.4,10000,2.181,30.43,39549000,2466000,690000,6277000,5.54,31,21,0.7625,Sep,3.35,2.242619048,0.7125,28.78936508,3.401666667
38.86675605,0.35,5000,2.238,28.62,39549000,2466000,690000,6277000,5.54,30,22,0.7625,Sep,3.5,2.242619048,0.7125,28.78936508,3.401666667
38.86675605,0.6,15000,2.234,22.99,39549000,2466000,690000,6277000,2.7,26,57,0.7625,Sep,3.1,2.368083333,0.762222222,26.47453704,3.646018519
83.70178056,0.05,5334.643,2.319,10.3,36597000,2626000,444998,7251000,2.24,172,0,0.49,Mar,4.22,2.55682,0.347,12.0138,3.731
83.70178056,0.02,5202.5,2.319,10.3,36597000,2626000,444998,7251000,3.02,262,0,0.555,Dec,4.13,2.599190476,0.447380952,13.27928571,3.615238095
83.70178056,0.28,708.571,2.618,11.27,36597000,2626000,444998,7251000,2.15,40,191,0.44,Mar,3.52,2.664666667,0.540769231,12,3.718461538
83.70178056,0.21,5351.428,2.618,14.79,36597000,2626000,444998,7251000,2.15,29,202,0.44,Mar,3.59,2.664666667,0.540769231,12,3.718461538
83.70178056,0.2,10400,2.618,14.79,36597000,2626000,444998,7251000,2.67,213,202,0.85,Sep,3.82,2.746904762,0.77,16.12365079,3.917777778
83.70178056,0.05,10753.928,2.618,14.79,50181000,2637000.01,667000,10086000,2.91,394,202,0.3825,Mar,4,2.65225,0.352916667,18.23833333,4.010208333
83.70178056,0.05,10000,2.416,16.22,39549000,2466000,690000,6277000,1.64,411,582,0.3775,Mar,4.1,2.679088235,0.56,16.07617647,3.977867647
83.70178056,0.1,4032.143,2.561,13.91,50181000,2637000.01,667000,10086000,2.74,41,616,0.52,May,3.7,2.665388889,0.399027778,16.30222222,3.97962963
83.70178056,0.15,15000,2.176,33.57,39549000,2466000,690000,6277000,1.48,63,1021,0.7125,Jul,3.13,2.461473684,0.4925,25.18807018,3.716885965
83.70178056,0.26,5000,2.115,28.59,39549000,2466000,690000,6277000,1.48,33,1051,0.7125,Jul,3.27,2.461473684,0.4925,25.18807018,3.716885965
83.70178056,0.25,5000,2.181,24.52,39549000,2466000,690000,6277000,1.48,25,1059,0.7125,Jul,3.31,2.461473684,0.4925,25.18807018,3.716885965
83.70178056,0.6,5324.732,2.234,22.05,39549000,2466000,690000,6277000,2.29,47,1129,0.8925,Sep,3.25,2.232491803,0.7625,24.40836066,3.274631148
83.70178056,0.3,1387.143,2.25,33.6,43085000,2597387.5,362112,9827000,2.29,27,1149,0.8925,Dec,3.55,2.232491803,0.7625,24.40836066,3.274631148
83.70178056,0.315,1488.929,2.25,28.58,43085000,2597387.5,362112,9827000,2.29,7,1169,0.8925,Dec,3.685,2.232491803,0.7625,24.40836066,3.274631148
83.70178056,0.32,1436.786,2.25,28.58,43085000,2597387.5,362112,9827000,2.29,7,1169,0.8925,Dec,3.68,2.232491803,0.7625,24.40836066,3.274631148
83.70178056,-0.09,3968.572,2.231,28.11,43085000,2597387.5,362112,9827000,2.13,70,1198,0.41,Dec,4.14,2.253203704,0.376203704,26.57833333,3.999212963
83.70178056,0,1355.714,2.224,23.84,43085000,2597387.5,362112,9827000,2.28,0,1225,0.28,Dec,4.25,2.235071429,0.349821429,27.89767857,3.916785714
46.70597259,0.2,1463.214,2.588,10.08,36597000,2626000,444998,7251000,6.71,21,0,0.3,Dec,3.49,2.448296296,0.725,11.21777778,3.782407407
46.70597259,-0.1,6624.644,2.918,21.3,50181000,2637000.01,667000,10086000,3.83,16,370,0.26,Dec,3.78,2.834922078,0.79,14.94415584,3.862337662
46.70597259,0.11,3329.642,2.863,14.75,50181000,2637000.01,667000,10086000,2.6,9,589,0.5225,Jul,3.89,2.63083871,0.516129032,14.82129032,3.750645161
46.70597259,-0.1,7466.947,2.863,15.85,39549000,2466000,690000,6277000,2.74,-24,591,0.52,Dec,3.98,2.665388889,0.399027778,16.30222222,3.97962963
46.70597259,0.1,5397.499,2.863,15.85,50181000,2637000.01,667000,10086000,2.64,68,591,0.7775,Jul,3.98,2.828350877,0.681973684,16.21578947,4.114035088
46.70597259,-0.15,2175.357,2.794,14.45,50181000,2637000.01,667000,10086000,2.64,12,647,0.7775,Sep,4.3,2.828350877,0.681973684,16.21578947,4.114035088
46.70597259,-0.1,2340.714,2.653,18.56,39549000,2466000,690000,6277000,4.84,30,721,0.32,Dec,3.86,2.703191176,0.845,18.06161765,3.895882353
6.562299131,0.1,10000,2.815,16.79,49160000,2093000,682996,8563000,4.67,44,0,0.505,Sep,4.29,2.789033333,0.505,15.98266667,4.089
6.562299131,0.08,5000,2.005,14.17,40638000,2367000,712000,7626000,1.56,24,264,0.3,May,3.7,2.274264706,0.286470588,18.49852941,3.911617647
6.562299131,0.08,5000,2.005,13.56,40638000,2367000,712000,7626000,1.56,31,272,0.2325,May,3.67,2.274264706,0.286470588,18.49852941,3.911617647
6.562299131,0.05,1266.786,2.348,20.97,40638000,2367000,712000,7626000,0.91,17,347,0.5025,Jul,4.3,2.313081081,0.2325,15.46486486,3.932567568
6.562299131,0.2,5000,2.351,11.45,31131000,2395000,706000,7402000,4.66,51,587,0.32,Mar,3.7,2.292444444,0.317407407,12.8862963,3.81
6.562299131,0.22,7000,2.351,11.76,31131000,2395000,706000,7402000,4.66,43,595,0.32,Mar,3.78,2.292444444,0.317407407,12.8862963,3.81
6.562299131,0.23,1375.714,2.365,10.45,31131000,2395000,706000,7402000,3.54,24,705,0.715,Jul,3.77,2.363433962,0.55,12.33886792,3.836792453
6.562299131,0,5000,2.319,11.11,36597000,2626000,444998,7251000,4.13,143,739,0.35,Dec,4.16,2.60474359,0.348461538,10.26948718,3.593589744
6.562299131,0.25,6516.428,2.618,11.47,36597000,2626000,444998,7251000,2.15,22,937,0.49,Mar,3.55,2.664666667,0.540769231,12,3.718461538
6.562299131,0.15,5388.214,2.623,22.47,36597000,2626000,444998,7251000,3.02,30,973,0.555,May,3.85,2.599190476,0.447380952,13.27928571,3.615238095
6.562299131,0.18,5248.393,2.942,12.58,36597000,2626000,444998,7251000,2.22,38,1056,0.6775,Jul,4.07,2.718918367,0.585408163,15.59836735,3.950408163
6.562299131,0.08,5000,2.942,12.53,50181000,2637000.01,667000,10086000,1.72,311,1057,0.4,Mar,4.37,2.542916667,0.38,14.77708333,3.867916667
6.562299131,0.08,2919.644,2.863,15.85,50181000,2637000.01,667000,10086000,3.94,37,1422,0.6825,Jul,4.02,2.770921875,0.522460938,15.784375,3.773125
6.562299131,0.2,5219.999,2.437,66.04,39549000,2466000,690000,6277000,1.64,11,1723,0.3775,May,3.45,2.679088235,0.56,16.07617647,3.977867647
6.562299131,0.15,1300,2.437,57.08,39549000,2466000,690000,6277000,3.24,3,1733,0.3775,May,3.44,2.637481013,0.38528481,23.9978481,3.997120253
6.562299131,0.15,1347.143,2.437,53.54,39549000,2466000,690000,6277000,3.24,2,1734,0.3775,May,3.41,2.637481013,0.38528481,23.9978481,3.997120253
6.562299131,0.25,3900,2.115,27.62,39549000,2466000,690000,6277000,1.48,34,1791,0.7125,Jul,3.21,2.461473684,0.4925,25.18807018,3.716885965
6.562299131,0.3,2600,2.181,40.79,39549000,2466000,690000,6277000,1.48,19,1806,0.7125,Jul,3.29,2.461473684,0.4925,25.18807018,3.716885965
17.06968274,0.35,10000,2.417,15.29,49160000,2093000,682996,8563000,1.74,-19,0,0.31,Mar,3.69,3.034333333,0.222222222,14.56111111,3.778888889
17.06968274,0.2,5000,2.729,15.15,49160000,2093000,682996,8563000,6.2,55,76,0.475,Jul,4.84,2.639304348,0.429347826,15.10347826,4.051304348
17.06968274,0.2,10000,2.729,15.15,49160000,2093000,682996,8563000,3.56,86,76,0.505,Jul,5,2.774941176,0.466176471,14.97705882,3.879411765
17.06968274,0.13,10000,2.183,13.62,31131000,2395000,706000,7402000,4.29,472,421,0.675,Jul,4.07,2.373,0.715,11.18521739,3.789130435
17.06968274,0.07,10000,2.183,15.22,40638000,2367000,712000,7626000,2.93,33,434,0.2325,Jul,3.93,2.153941176,0.256323529,14.36411765,3.759411765
17.06968274,0.1,10000,2.348,14.2,31131000,2395000,706000,7402000,4.29,425,468,0.675,Jul,4.3,2.373,0.715,11.18521739,3.789130435
17.06968274,0.41,9962.693,2.282,13.75,31131000,2395000,706000,7402000,2.3,-20,609,0.64,Dec,3.59,2.195857143,0.92,13.06142857,3.484285714
17.06968274,0.21,10000,2.351,11.97,31131000,2395000,706000,7402000,4.66,44,727,0.32,Mar,3.79,2.292444444,0.317407407,12.8862963,3.81
17.06968274,0.25,10000,2.351,11.97,31131000,2395000,706000,7402000,5.29,105,727,0.55,May,3.85,2.3695,0.4,12.78666667,3.801
17.06968274,0.25,10000,2.319,11.11,31131000,2395000,706000,7402000,1.28,82,872,0.725,Sep,4,2.363947368,0.705,11.41736842,3.766842105
17.06968274,0.25,10000,2.618,13.84,36597000,2626000,444998,7251000,3.2,183,1075,0.77,Jul,3.75,2.87969697,0.676287879,13.99121212,3.953636364
17.06968274,0.26,20000,2.942,13.08,36597000,2626000,444998,7251000,3.2,71,1187,0.77,Jul,4.03,2.87969697,0.676287879,13.99121212,3.953636364
17.06968274,0.39,10000,2.915,11.27,36597000,2626000,444998,7251000,2.67,25,1264,0.85,Sep,3.71,2.746904762,0.77,16.12365079,3.917777778
17.06968274,0.39,10000,2.915,11.27,36597000,2626000,444998,7251000,2.67,22,1267,0.85,Sep,3.72,2.746904762,0.77,16.12365079,3.917777778
17.06968274,0.3,10000,2.784,15.28,50181000,2637000.01,667000,10086000,3.01,108,1576,0.845,Sep,4.5,2.77536,0.8235,16.7716,4.1408
17.06968274,0.3,10000,2.794,13.53,50181000,2637000.01,667000,10086000,2.64,9,1614,0.7775,Jul,4.22,2.828350877,0.681973684,16.21578947,4.114035088
17.06968274,0.3,10000,2.794,13.53,50181000,2637000.01,667000,10086000,2.64,9,1614,0.7775,Jul,4.32,2.828350877,0.681973684,16.21578947,4.114035088
31.766971,0.23,10000,2.3,14.17,31131000,2395000,706000,7402000,2.6,19,0,0.25,Dec,3.42,2.273461538,0.423076923,13.87230769,3.483846154
31.766971,0.09,11000,2.3,13.15,31131000,2395000,706000,7402000,2.91,33,17,0.26,Mar,3.58,2.288818182,0.25,14.69454545,3.688863636
35.43927361,0.85,1300,3.436,13.02,49160000,2093000,682996,8563000,1.89,8,0,-0.2,Dec,3.15,3.596,0.15,13.02,3.517857143
35.43927361,0.78,2538.929,3.436,13.02,49160000,2093000,682996,8563000,1.89,1,7,-0.2,Dec,3.22,3.596,0.15,13.02,3.517857143
35.43927361,0,10000,3.217,12.25,49160000,2093000,682996,8563000,3.56,248,49,0.505,Jul,4,2.774941176,0.466176471,14.97705882,3.879411765
35.43927361,-0.36,5000,2.417,15.29,49160000,2093000,682996,8563000,2.41,-81,135,0.16,Mar,3.61,3.460615385,-0.2,13.02,3.468461538
